Data;Dia;Hora;BTN A;BTN B;BTN C;IP
13/abr/2023;qui;12:00;0,0407907;0,0335828;0,0297700;0,0000003
13/abr/2023;qui;12:15;0,0403230;0,0338376;0,0303273;0,0000003
13/abr/2023;qui;12:30;0,0392286;0,0337478;0,0306516;0,0000003
13/abr/2023;qui;12:45;0,0381649;0,0334351;0,0306233;0,0000003
13/abr/2023;qui;13:00;0,0372389;0,0330202;0,0303098;0,0000003
13/abr/2023;qui;13:15;0,0368052;0,0326272;0,0298323;0,0000003
13/abr/2023;qui;13:30;0,0367446;0,0322394;0,0293387;0,0000003
13/abr/2023;qui;13:45;0,0368741;0,0320667;0,0288817;0,0000003
13/abr/2023;qui;14:00;0,0374236;0,0320908;0,0285120;0,0000003
13/abr/2023;qui;14:15;0,0379055;0,0321842;0,0281841;0,0000003
13/abr/2023;qui;14:30;0,0383382;0,0322549;0,0278767;0,0000003
13/abr/2023;qui;14:45;0,0383347;0,0321109;0,0275894;0,0000003
13/abr/2023;qui;15:00;0,0381538;0,0318168;0,0272867;0,0000003
13/abr/2023;qui;15:15;0,0378453;0,0314266;0,0269799;0,0000003
13/abr/2023;qui;15:30;0,0375132;0,0310309;0,0266592;0,0000003
13/abr/2023;qui;15:45;0,0371940;0,0306477;0,0263810;0,0000003
13/abr/2023;qui;16:00;0,0368403;0,0303444;0,0261649;0,0000003
13/abr/2023;qui;16:15;0,0365569;0,0301488;0,0260747;0,0000003
13/abr/2023;qui;16:30;0,0362817;0,0300813;0,0260644;0,0000003
13/abr/2023;qui;16:45;0,0360114;0,0300286;0,0261317;0,0000003
13/abr/2023;qui;17:00;0,0355242;0,0300292;0,0262786;0,0000003
13/abr/2023;qui;17:15;0,0349353;0,0300301;0,0265470;0,0000003
13/abr/2023;qui;17:30;0,0342549;0,0300825;0,0269275;0,0000003
13/abr/2023;qui;17:45;0,0336539;0,0301306;0,0274621;0,0000003
13/abr/2023;qui;18:00;0,0329386;0,0302272;0,0281331;0,0000003
13/abr/2023;qui;18:15;0,0322465;0,0303496;0,0289864;0,0000003
13/abr/2023;qui;18:30;0,0316057;0,0305754;0,0300006;0,0000003
13/abr/2023;qui;18:45;0,0312066;0,0308655;0,0312582;0,0000003
13/abr/2023;qui;19:00;0,0308839;0,0312730;0,0326829;0,0000003
13/abr/2023;qui;19:15;0,0305287;0,0317397;0,0342617;0,0000003
13/abr/2023;qui;19:30;0,0301191;0,0321688;0,0359284;0,0000003
13/abr/2023;qui;19:45;0,0297694;0,0325185;0,0376153;0,0000003
13/abr/2023;qui;20:00;0,0295345;0,0328323;0,0392594;0,0000003
13/abr/2023;qui;20:15;0,0293682;0,0331187;0,0404219;0,0019350
13/abr/2023;qui;20:30;0,0291837;0,0332462;0,0409963;0,0212927
13/abr/2023;qui;20:45;0,0289328;0,0331676;0,0408941;0,0540186
13/abr/2023;qui;21:00;0,0285651;0,0329230;0,0404254;0,0612687
13/abr/2023;qui;21:15;0,0281202;0,0326468;0,0398115;0,0612903
13/abr/2023;qui;21:30;0,0276087;0,0323897;0,0391291;0,0612903
13/abr/2023;qui;21:45;0,0270645;0,0320420;0,0384201;0,0612903
13/abr/2023;qui;22:00;0,0264609;0,0315820;0,0375714;0,0612903
13/abr/2023;qui;22:15;0,0257864;0,0309872;0,0364988;0,0612903
13/abr/2023;qui;22:30;0,0250836;0,0303570;0,0353233;0,0612903
13/abr/2023;qui;22:45;0,0243969;0,0296765;0,0340549;0,0612903
13/abr/2023;qui;23:00;0,0236671;0,0288566;0,0326866;0,0612903
13/abr/2023;qui;23:15;0,0229216;0,0278985;0,0311081;0,0612903
13/abr/2023;qui;23:30;0,0221608;0,0268694;0,0294706;0,0612903
13/abr/2023;qui;23:45;0,0214224;0,0258511;0,0279037;0,0612903
13/abr/2023;qui;24:00;0,0204749;0,0245878;0,0262699;0,0612903
14/abr/2023;sex;00:15;0,0195858;0,0233042;0,0246622;0,0612903
14/abr/2023;sex;00:30;0,0188020;0,0220601;0,0231031;0,0612903
14/abr/2023;sex;00:45;0,0183456;0,0211929;0,0218294;0,0612903
14/abr/2023;sex;01:00;0,0179763;0,0204319;0,0206795;0,0612903
14/abr/2023;sex;01:15;0,0176777;0,0197085;0,0196832;0,0612903
14/abr/2023;sex;01:30;0,0174049;0,0190741;0,0188273;0,0612903
14/abr/2023;sex;01:45;0,0171516;0,0185551;0,0181311;0,0612903
14/abr/2023;sex;02:00;0,0169370;0,0181744;0,0175417;0,0612903
14/abr/2023;sex;02:15;0,0167572;0,0178369;0,0170341;0,0612903
14/abr/2023;sex;02:30;0,0166017;0,0175161;0,0165948;0,0612903
14/abr/2023;sex;02:45;0,0164371;0,0172465;0,0162368;0,0612903
14/abr/2023;sex;03:00;0,0163315;0,0170278;0,0159517;0,0612903
14/abr/2023;sex;03:15;0,0162459;0,0168393;0,0157120;0,0612903
14/abr/2023;sex;03:30;0,0162242;0,0166548;0,0155158;0,0612903
14/abr/2023;sex;03:45;0,0162111;0,0164982;0,0153884;0,0612903
14/abr/2023;sex;04:00;0,0162728;0,0163840;0,0153091;0,0612903
14/abr/2023;sex;04:15;0,0163559;0,0162972;0,0152562;0,0612903
14/abr/2023;sex;04:30;0,0164331;0,0162551;0,0152134;0,0612903
14/abr/2023;sex;04:45;0,0164931;0,0162875;0,0151744;0,0612903
14/abr/2023;sex;05:00;0,0166354;0,0163855;0,0151834;0,0612903
14/abr/2023;sex;05:15;0,0168430;0,0165076;0,0152260;0,0612903
14/abr/2023;sex;05:30;0,0170719;0,0167111;0,0153777;0,0612903
14/abr/2023;sex;05:45;0,0173194;0,0170139;0,0155792;0,0612903
14/abr/2023;sex;06:00;0,0177001;0,0174605;0,0159516;0,0609804
14/abr/2023;sex;06:15;0,0181488;0,0178581;0,0164463;0,0595675
14/abr/2023;sex;06:30;0,0187175;0,0183502;0,0172274;0,0498899
14/abr/2023;sex;06:45;0,0194115;0,0189522;0,0182048;0,0277203
14/abr/2023;sex;07:00;0,0203180;0,0200230;0,0194305;0,0074286
14/abr/2023;sex;07:15;0,0213036;0,0213170;0,0207772;0,0000003
14/abr/2023;sex;07:30;0,0224001;0,0228556;0,0221470;0,0000003
14/abr/2023;sex;07:45;0,0237762;0,0241309;0,0233802;0,0000003
14/abr/2023;sex;08:00;0,0258092;0,0253035;0,0243721;0,0000003
14/abr/2023;sex;08:15;0,0279423;0,0261898;0,0252035;0,0000003
14/abr/2023;sex;08:30;0,0300250;0,0269925;0,0258658;0,0000003
14/abr/2023;sex;08:45;0,0316269;0,0277307;0,0263577;0,0000003
14/abr/2023;sex;09:00;0,0333533;0,0285430;0,0266405;0,0000003
14/abr/2023;sex;09:15;0,0348541;0,0293992;0,0268640;0,0000003
14/abr/2023;sex;09:30;0,0361161;0,0300588;0,0270836;0,0000003
14/abr/2023;sex;09:45;0,0369657;0,0305712;0,0273027;0,0000003
14/abr/2023;sex;10:00;0,0375537;0,0310462;0,0274912;0,0000003
14/abr/2023;sex;10:15;0,0380821;0,0315519;0,0276483;0,0000003
14/abr/2023;sex;10:30;0,0385081;0,0319489;0,0277510;0,0000003
14/abr/2023;sex;10:45;0,0389785;0,0320614;0,0277987;0,0000003
14/abr/2023;sex;11:00;0,0394087;0,0321226;0,0278828;0,0000003
14/abr/2023;sex;11:15;0,0398748;0,0322046;0,0280957;0,0000003
14/abr/2023;sex;11:30;0,0403668;0,0325083;0,0284809;0,0000003
14/abr/2023;sex;11:45;0,0407632;0,0329342;0,0289898;0,0000003
14/abr/2023;sex;12:00;0,0407089;0,0334380;0,0295959;0,0000003
14/abr/2023;sex;12:15;0,0402367;0,0337073;0,0301556;0,0000003
14/abr/2023;sex;12:30;0,0391493;0,0336284;0,0304652;0,0000003
14/abr/2023;sex;12:45;0,0380932;0,0333158;0,0304274;0,0000003
14/abr/2023;sex;13:00;0,0371757;0,0329015;0,0301159;0,0000003
14/abr/2023;sex;13:15;0,0367391;0,0325026;0,0296506;0,0000003
14/abr/2023;sex;13:30;0,0366779;0,0321213;0,0291619;0,0000003
14/abr/2023;sex;13:45;0,0368170;0,0319471;0,0287000;0,0000003
14/abr/2023;sex;14:00;0,0373788;0,0319673;0,0283259;0,0000003
14/abr/2023;sex;14:15;0,0378704;0,0320647;0,0279887;0,0000003
14/abr/2023;sex;14:30;0,0382993;0,0321340;0,0276700;0,0000003
14/abr/2023;sex;14:45;0,0382970;0,0320002;0,0273839;0,0000003
14/abr/2023;sex;15:00;0,0381238;0,0317068;0,0270932;0,0000003
14/abr/2023;sex;15:15;0,0378220;0,0313106;0,0267952;0,0000003
14/abr/2023;sex;15:30;0,0374920;0,0309126;0,0264769;0,0000003
14/abr/2023;sex;15:45;0,0371680;0,0305304;0,0262031;0,0000003
14/abr/2023;sex;16:00;0,0368064;0,0302346;0,0260074;0,0000003
14/abr/2023;sex;16:15;0,0365189;0,0300379;0,0259252;0,0000003
14/abr/2023;sex;16:30;0,0362455;0,0299647;0,0259203;0,0000003
14/abr/2023;sex;16:45;0,0359851;0,0299029;0,0259885;0,0000003
14/abr/2023;sex;17:00;0,0355010;0,0298914;0,0261474;0,0000003
14/abr/2023;sex;17:15;0,0349094;0,0298848;0,0264131;0,0000003
14/abr/2023;sex;17:30;0,0342226;0,0299457;0,0267909;0,0000003
14/abr/2023;sex;17:45;0,0336138;0,0300151;0,0273072;0,0000003
14/abr/2023;sex;18:00;0,0329018;0,0301282;0,0279809;0,0000003
14/abr/2023;sex;18:15;0,0322093;0,0302650;0,0288238;0,0000003
14/abr/2023;sex;18:30;0,0315628;0,0304891;0,0298196;0,0000003
14/abr/2023;sex;18:45;0,0311474;0,0307793;0,0310448;0,0000003
14/abr/2023;sex;19:00;0,0308116;0,0311644;0,0324369;0,0000003
14/abr/2023;sex;19:15;0,0304410;0,0316179;0,0339866;0,0000003
14/abr/2023;sex;19:30;0,0300199;0,0320280;0,0356279;0,0000003
14/abr/2023;sex;19:45;0,0296630;0,0323784;0,0372933;0,0000003
14/abr/2023;sex;20:00;0,0294292;0,0326969;0,0389259;0,0000003
14/abr/2023;sex;20:15;0,0292648;0,0329760;0,0400849;0,0013166
14/abr/2023;sex;20:30;0,0290849;0,0331077;0,0406771;0,0189778
14/abr/2023;sex;20:45;0,0288406;0,0330237;0,0406078;0,0528323
14/abr/2023;sex;21:00;0,0284807;0,0327888;0,0401759;0,0612519
14/abr/2023;sex;21:15;0,0280471;0,0325109;0,0395855;0,0612903
14/abr/2023;sex;21:30;0,0275446;0,0322499;0,0389134;0,0612903
14/abr/2023;sex;21:45;0,0270075;0,0318981;0,0382073;0,0612903
14/abr/2023;sex;22:00;0,0264104;0,0314327;0,0373541;0,0612903
14/abr/2023;sex;22:15;0,0257398;0,0308321;0,0362792;0,0612903
14/abr/2023;sex;22:30;0,0250413;0,0302001;0,0350943;0,0612903
14/abr/2023;sex;22:45;0,0243531;0,0295134;0,0338321;0,0612903
14/abr/2023;sex;23:00;0,0236240;0,0286895;0,0324600;0,0612903
14/abr/2023;sex;23:15;0,0228818;0,0277184;0,0308930;0,0612903
14/abr/2023;sex;23:30;0,0221210;0,0266764;0,0292534;0,0612903
14/abr/2023;sex;23:45;0,0215248;0,0257992;0,0278770;0,0612903
14/abr/2023;sex;24:00;0,0210002;0,0250623;0,0267012;0,0612903
15/abr/2023;sáb;00:15;0,0205676;0,0244232;0,0256763;0,0612903
15/abr/2023;sáb;00:30;0,0201120;0,0237111;0,0245763;0,0612903
15/abr/2023;sáb;00:45;0,0196774;0,0230312;0,0235066;0,0612903
15/abr/2023;sáb;01:00;0,0192584;0,0223242;0,0224539;0,0612903
15/abr/2023;sáb;01:15;0,0188966;0,0215880;0,0214611;0,0612903
15/abr/2023;sáb;01:30;0,0185354;0,0208003;0,0205358;0,0612903
15/abr/2023;sáb;01:45;0,0181950;0,0200938;0,0196881;0,0612903
15/abr/2023;sáb;02:00;0,0178638;0,0194330;0,0188945;0,0612903
15/abr/2023;sáb;02:15;0,0175866;0,0189031;0,0182399;0,0612903
15/abr/2023;sáb;02:30;0,0173641;0,0184078;0,0176753;0,0612903
15/abr/2023;sáb;02:45;0,0171494;0,0180634;0,0172869;0,0612903
15/abr/2023;sáb;03:00;0,0169834;0,0177807;0,0169357;0,0612903
15/abr/2023;sáb;03:15;0,0168596;0,0175492;0,0166880;0,0612903
15/abr/2023;sáb;03:30;0,0167902;0,0174013;0,0164773;0,0612903
15/abr/2023;sáb;03:45;0,0167635;0,0172509;0,0163356;0,0612903
15/abr/2023;sáb;04:00;0,0167538;0,0171245;0,0162120;0,0612903
15/abr/2023;sáb;04:15;0,0167787;0,0169961;0,0160874;0,0612903
15/abr/2023;sáb;04:30;0,0167987;0,0168958;0,0159828;0,0612903
15/abr/2023;sáb;04:45;0,0168342;0,0168168;0,0159118;0,0612903
15/abr/2023;sáb;05:00;0,0169150;0,0168259;0,0158650;0,0612903
15/abr/2023;sáb;05:15;0,0170372;0,0169300;0,0158217;0,0612903
15/abr/2023;sáb;05:30;0,0172040;0,0171739;0,0158277;0,0612903
15/abr/2023;sáb;05:45;0,0174063;0,0173048;0,0158771;0,0612903
15/abr/2023;sáb;06:00;0,0177280;0,0176756;0,0160445;0,0608926
15/abr/2023;sáb;06:15;0,0180575;0,0179591;0,0163146;0,0593979
15/abr/2023;sáb;06:30;0,0184350;0,0183977;0,0166742;0,0475652
15/abr/2023;sáb;06:45;0,0188275;0,0186351;0,0170575;0,0257624
15/abr/2023;sáb;07:00;0,0193527;0,0191877;0,0174887;0,0058607
15/abr/2023;sáb;07:15;0,0198746;0,0198883;0,0180967;0,0000003
15/abr/2023;sáb;07:30;0,0204973;0,0207004;0,0188071;0,0000003
15/abr/2023;sáb;07:45;0,0212213;0,0213664;0,0196651;0,0000003
15/abr/2023;sáb;08:00;0,0221351;0,0220442;0,0206132;0,0000003
15/abr/2023;sáb;08:15;0,0229791;0,0228272;0,0218303;0,0000003
15/abr/2023;sáb;08:30;0,0237645;0,0239069;0,0233260;0,0000003
15/abr/2023;sáb;08:45;0,0245242;0,0251586;0,0248968;0,0000003
15/abr/2023;sáb;09:00;0,0255144;0,0266015;0,0263792;0,0000003
15/abr/2023;sáb;09:15;0,0264894;0,0277451;0,0277474;0,0000003
15/abr/2023;sáb;09:30;0,0274655;0,0287072;0,0290088;0,0000003
15/abr/2023;sáb;09:45;0,0282889;0,0294341;0,0300103;0,0000003
15/abr/2023;sáb;10:00;0,0291334;0,0303050;0,0305957;0,0000003
15/abr/2023;sáb;10:15;0,0298294;0,0310572;0,0309496;0,0000003
15/abr/2023;sáb;10:30;0,0303467;0,0317886;0,0313214;0,0000003
15/abr/2023;sáb;10:45;0,0306865;0,0321530;0,0316163;0,0000003
15/abr/2023;sáb;11:00;0,0310552;0,0323520;0,0318423;0,0000003
15/abr/2023;sáb;11:15;0,0314622;0,0324557;0,0321259;0,0000003
15/abr/2023;sáb;11:30;0,0318891;0,0326051;0,0326398;0,0000003
15/abr/2023;sáb;11:45;0,0321587;0,0329333;0,0334775;0,0000003
15/abr/2023;sáb;12:00;0,0322402;0,0332029;0,0343219;0,0000003
15/abr/2023;sáb;12:15;0,0321507;0,0334958;0,0350672;0,0000003
15/abr/2023;sáb;12:30;0,0318716;0,0336440;0,0354536;0,0000003
15/abr/2023;sáb;12:45;0,0314936;0,0337387;0,0355249;0,0000003
15/abr/2023;sáb;13:00;0,0309763;0,0335832;0,0352747;0,0000003
15/abr/2023;sáb;13:15;0,0305080;0,0332846;0,0347168;0,0000003
15/abr/2023;sáb;13:30;0,0300464;0,0328312;0,0340174;0,0000003
15/abr/2023;sáb;13:45;0,0297212;0,0325444;0,0332792;0,0000003
15/abr/2023;sáb;14:00;0,0294418;0,0322560;0,0327947;0,0000003
15/abr/2023;sáb;14:15;0,0292843;0,0321534;0,0324171;0,0000003
15/abr/2023;sáb;14:30;0,0291349;0,0320742;0,0319874;0,0000003
15/abr/2023;sáb;14:45;0,0289595;0,0320813;0,0315578;0,0000003
15/abr/2023;sáb;15:00;0,0287272;0,0318852;0,0311585;0,0000003
15/abr/2023;sáb;15:15;0,0284234;0,0315887;0,0309064;0,0000003
15/abr/2023;sáb;15:30;0,0281112;0,0311605;0,0306056;0,0000003
15/abr/2023;sáb;15:45;0,0277601;0,0307299;0,0302492;0,0000003
15/abr/2023;sáb;16:00;0,0274957;0,0302886;0,0299565;0,0000003
15/abr/2023;sáb;16:15;0,0272411;0,0299384;0,0296500;0,0000003
15/abr/2023;sáb;16:30;0,0269755;0,0295840;0,0294903;0,0000003
15/abr/2023;sáb;16:45;0,0267439;0,0293516;0,0294402;0,0000003
15/abr/2023;sáb;17:00;0,0265520;0,0292134;0,0295749;0,0000003
15/abr/2023;sáb;17:15;0,0264007;0,0292583;0,0298040;0,0000003
15/abr/2023;sáb;17:30;0,0262899;0,0294403;0,0300139;0,0000003
15/abr/2023;sáb;17:45;0,0262554;0,0295479;0,0302739;0,0000003
15/abr/2023;sáb;18:00;0,0263888;0,0296845;0,0306595;0,0000003
15/abr/2023;sáb;18:15;0,0265239;0,0298310;0,0312150;0,0000003
15/abr/2023;sáb;18:30;0,0267430;0,0301070;0,0319026;0,0000003
15/abr/2023;sáb;18:45;0,0270015;0,0303926;0,0326400;0,0000003
15/abr/2023;sáb;19:00;0,0273590;0,0306907;0,0336634;0,0000003
15/abr/2023;sáb;19:15;0,0276555;0,0310572;0,0348805;0,0000003
15/abr/2023;sáb;19:30;0,0278618;0,0315291;0,0362188;0,0000003
15/abr/2023;sáb;19:45;0,0279788;0,0319168;0,0374926;0,0000003
15/abr/2023;sáb;20:00;0,0281554;0,0323815;0,0388913;0,0000003
15/abr/2023;sáb;20:15;0,0283730;0,0328726;0,0401640;0,0008115
15/abr/2023;sáb;20:30;0,0285330;0,0332579;0,0409273;0,0167359
15/abr/2023;sáb;20:45;0,0285752;0,0332681;0,0408907;0,0514733
15/abr/2023;sáb;21:00;0,0284063;0,0329172;0,0402946;0,0612300
15/abr/2023;sáb;21:15;0,0281541;0,0325020;0,0394245;0,0612903
15/abr/2023;sáb;21:30;0,0277331;0,0322020;0,0384126;0,0612903
15/abr/2023;sáb;21:45;0,0272225;0,0320026;0,0373890;0,0612903
15/abr/2023;sáb;22:00;0,0266064;0,0315219;0,0363108;0,0612903
15/abr/2023;sáb;22:15;0,0260054;0,0310548;0,0353468;0,0612903
15/abr/2023;sáb;22:30;0,0254387;0,0304302;0,0344824;0,0612903
15/abr/2023;sáb;22:45;0,0248725;0,0298627;0,0336993;0,0612903
15/abr/2023;sáb;23:00;0,0241590;0,0290974;0,0326933;0,0612903
15/abr/2023;sáb;23:15;0,0233980;0,0282290;0,0314431;0,0612903
15/abr/2023;sáb;23:30;0,0226403;0,0274624;0,0301116;0,0612903
15/abr/2023;sáb;23:45;0,0219347;0,0264966;0,0287423;0,0612903
15/abr/2023;sáb;24:00;0,0212351;0,0255012;0,0273753;0,0612903
16/abr/2023;dom;00:15;0,0205275;0,0244025;0,0260008;0,0612903
16/abr/2023;dom;00:30;0,0198396;0,0233573;0,0247134;0,0612903
16/abr/2023;dom;00:45;0,0192359;0,0224166;0,0235392;0,0612903
16/abr/2023;dom;01:00;0,0186932;0,0215648;0,0223873;0,0612903
16/abr/2023;dom;01:15;0,0183074;0,0208166;0,0213620;0,0612903
16/abr/2023;dom;01:30;0,0179371;0,0201948;0,0204296;0,0612903
16/abr/2023;dom;01:45;0,0176498;0,0196467;0,0196648;0,0612903
16/abr/2023;dom;02:00;0,0173559;0,0192301;0,0189950;0,0612903
16/abr/2023;dom;02:15;0,0170964;0,0187880;0,0183924;0,0612903
16/abr/2023;dom;02:30;0,0168534;0,0183089;0,0178676;0,0612903
16/abr/2023;dom;02:45;0,0166215;0,0178670;0,0173721;0,0612903
16/abr/2023;dom;03:00;0,0164793;0,0174778;0,0169362;0,0612903
16/abr/2023;dom;03:15;0,0163975;0,0172073;0,0165893;0,0612903
16/abr/2023;dom;03:30;0,0163642;0,0169463;0,0163475;0,0612903
16/abr/2023;dom;03:45;0,0163183;0,0167356;0,0161399;0,0612903
16/abr/2023;dom;04:00;0,0162682;0,0165806;0,0159289;0,0612903
16/abr/2023;dom;04:15;0,0162606;0,0165532;0,0157501;0,0612903
16/abr/2023;dom;04:30;0,0162947;0,0164722;0,0156085;0,0612903
16/abr/2023;dom;04:45;0,0163424;0,0164255;0,0155182;0,0612903
16/abr/2023;dom;05:00;0,0164473;0,0163792;0,0154668;0,0612903
16/abr/2023;dom;05:15;0,0165705;0,0164771;0,0154569;0,0612903
16/abr/2023;dom;05:30;0,0166918;0,0165957;0,0154630;0,0612903
16/abr/2023;dom;05:45;0,0167824;0,0167879;0,0154699;0,0612903
16/abr/2023;dom;06:00;0,0169557;0,0169436;0,0155519;0,0607713
16/abr/2023;dom;06:15;0,0171715;0,0171001;0,0156991;0,0589438
16/abr/2023;dom;06:30;0,0174331;0,0172121;0,0159159;0,0453956
16/abr/2023;dom;06:45;0,0176726;0,0173646;0,0161267;0,0238184
16/abr/2023;dom;07:00;0,0179932;0,0177128;0,0164699;0,0044779
16/abr/2023;dom;07:15;0,0183393;0,0181012;0,0169699;0,0000003
16/abr/2023;dom;07:30;0,0187454;0,0186733;0,0176120;0,0000003
16/abr/2023;dom;07:45;0,0191937;0,0191283;0,0183155;0,0000003
16/abr/2023;dom;08:00;0,0197593;0,0195719;0,0190712;0,0000003
16/abr/2023;dom;08:15;0,0203063;0,0199028;0,0200912;0,0000003
16/abr/2023;dom;08:30;0,0208382;0,0206100;0,0213429;0,0000003
16/abr/2023;dom;08:45;0,0213541;0,0216265;0,0227451;0,0000003
16/abr/2023;dom;09:00;0,0219956;0,0229305;0,0241673;0,0000003
16/abr/2023;dom;09:15;0,0227052;0,0241228;0,0255370;0,0000003
16/abr/2023;dom;09:30;0,0234271;0,0251960;0,0270073;0,0000003
16/abr/2023;dom;09:45;0,0241174;0,0261367;0,0284070;0,0000003
16/abr/2023;dom;10:00;0,0248031;0,0269392;0,0295687;0,0000003
16/abr/2023;dom;10:15;0,0254016;0,0277751;0,0306177;0,0000003
16/abr/2023;dom;10:30;0,0258908;0,0285906;0,0314589;0,0000003
16/abr/2023;dom;10:45;0,0262690;0,0293179;0,0323060;0,0000003
16/abr/2023;dom;11:00;0,0266089;0,0297856;0,0330371;0,0000003
16/abr/2023;dom;11:15;0,0269509;0,0300591;0,0338549;0,0000003
16/abr/2023;dom;11:30;0,0272358;0,0303584;0,0348425;0,0000003
16/abr/2023;dom;11:45;0,0274951;0,0307436;0,0358442;0,0000003
16/abr/2023;dom;12:00;0,0276383;0,0312876;0,0367298;0,0000003
16/abr/2023;dom;12:15;0,0277152;0,0317323;0,0374366;0,0000003
16/abr/2023;dom;12:30;0,0276094;0,0320296;0,0376938;0,0000003
16/abr/2023;dom;12:45;0,0274036;0,0319414;0,0373806;0,0000003
16/abr/2023;dom;13:00;0,0271209;0,0315931;0,0364569;0,0000003
16/abr/2023;dom;13:15;0,0268677;0,0309912;0,0351663;0,0000003
16/abr/2023;dom;13:30;0,0266208;0,0303388;0,0336622;0,0000003
16/abr/2023;dom;13:45;0,0263551;0,0299145;0,0322667;0,0000003
16/abr/2023;dom;14:00;0,0261053;0,0296212;0,0311617;0,0000003
16/abr/2023;dom;14:15;0,0258375;0,0295115;0,0304516;0,0000003
16/abr/2023;dom;14:30;0,0255682;0,0292266;0,0298812;0,0000003
16/abr/2023;dom;14:45;0,0253457;0,0290299;0,0293848;0,0000003
16/abr/2023;dom;15:00;0,0251396;0,0288106;0,0288871;0,0000003
16/abr/2023;dom;15:15;0,0249155;0,0285949;0,0284545;0,0000003
16/abr/2023;dom;15:30;0,0245854;0,0282601;0,0280035;0,0000003
16/abr/2023;dom;15:45;0,0242782;0,0277758;0,0276208;0,0000003
16/abr/2023;dom;16:00;0,0239915;0,0273155;0,0272638;0,0000003
16/abr/2023;dom;16:15;0,0237555;0,0268848;0,0270031;0,0000003
16/abr/2023;dom;16:30;0,0235084;0,0265757;0,0267948;0,0000003
16/abr/2023;dom;16:45;0,0233411;0,0263257;0,0266582;0,0000003
16/abr/2023;dom;17:00;0,0231818;0,0261814;0,0266323;0,0000003
16/abr/2023;dom;17:15;0,0230581;0,0260501;0,0267557;0,0000003
16/abr/2023;dom;17:30;0,0229901;0,0259718;0,0269630;0,0000003
16/abr/2023;dom;17:45;0,0230093;0,0258968;0,0271977;0,0000003
16/abr/2023;dom;18:00;0,0231078;0,0259144;0,0275564;0,0000003
16/abr/2023;dom;18:15;0,0232121;0,0259613;0,0279670;0,0000003
16/abr/2023;dom;18:30;0,0233312;0,0260761;0,0284870;0,0000003
16/abr/2023;dom;18:45;0,0234471;0,0262780;0,0291561;0,0000003
16/abr/2023;dom;19:00;0,0236356;0,0266126;0,0302164;0,0000003
16/abr/2023;dom;19:15;0,0238654;0,0270991;0,0315022;0,0000003
16/abr/2023;dom;19:30;0,0241001;0,0275490;0,0328308;0,0000003
16/abr/2023;dom;19:45;0,0242877;0,0279385;0,0341065;0,0000003
16/abr/2023;dom;20:00;0,0244983;0,0284184;0,0354822;0,0000003
16/abr/2023;dom;20:15;0,0248186;0,0289570;0,0367259;0,0006116
16/abr/2023;dom;20:30;0,0251291;0,0294647;0,0376528;0,0144812
16/abr/2023;dom;20:45;0,0253553;0,0296784;0,0381241;0,0498669
16/abr/2023;dom;21:00;0,0253490;0,0297848;0,0381621;0,0611697
16/abr/2023;dom;21:15;0,0252047;0,0298968;0,0378275;0,0612903
16/abr/2023;dom;21:30;0,0249103;0,0298813;0,0371388;0,0612903
16/abr/2023;dom;21:45;0,0245172;0,0296635;0,0362897;0,0612903
16/abr/2023;dom;22:00;0,0240468;0,0292564;0,0353951;0,0612903
16/abr/2023;dom;22:15;0,0235250;0,0288106;0,0344239;0,0612903
16/abr/2023;dom;22:30;0,0229955;0,0282743;0,0334667;0,0612903
16/abr/2023;dom;22:45;0,0224618;0,0276269;0,0324599;0,0612903
16/abr/2023;dom;23:00;0,0218889;0,0268104;0,0312910;0,0612903
16/abr/2023;dom;23:15;0,0213057;0,0258961;0,0299393;0,0612903
16/abr/2023;dom;23:30;0,0207148;0,0250233;0,0284329;0,0612903
16/abr/2023;dom;23:45;0,0201866;0,0242287;0,0270119;0,0612903
16/abr/2023;dom;24:00;0,0196932;0,0235331;0,0256463;0,0612903
17/abr/2023;seg;00:15;0,0192252;0,0227647;0,0243210;0,0612903
17/abr/2023;seg;00:30;0,0187591;0,0219374;0,0229735;0,0612903
17/abr/2023;seg;00:45;0,0183301;0,0211233;0,0217082;0,0612903
17/abr/2023;seg;01:00;0,0179630;0,0203480;0,0205340;0,0612903
17/abr/2023;seg;01:15;0,0176623;0,0196373;0,0195500;0,0612903
17/abr/2023;seg;01:30;0,0173923;0,0190100;0,0187072;0,0612903
17/abr/2023;seg;01:45;0,0171400;0,0184868;0,0180183;0,0612903
17/abr/2023;seg;02:00;0,0169257;0,0181021;0,0174326;0,0612903
17/abr/2023;seg;02:15;0,0167449;0,0177613;0,0169286;0,0612903
17/abr/2023;seg;02:30;0,0165904;0,0174483;0,0164922;0,0612903
17/abr/2023;seg;02:45;0,0164271;0,0171801;0,0161398;0,0612903
17/abr/2023;seg;03:00;0,0163217;0,0169710;0,0158582;0,0612903
17/abr/2023;seg;03:15;0,0162351;0,0167855;0,0156223;0,0612903
17/abr/2023;seg;03:30;0,0162161;0,0166062;0,0154302;0,0612903
17/abr/2023;seg;03:45;0,0162042;0,0164459;0,0153092;0,0612903
17/abr/2023;seg;04:00;0,0162659;0,0163312;0,0152362;0,0612903
17/abr/2023;seg;04:15;0,0163477;0,0162485;0,0151856;0,0612903
17/abr/2023;seg;04:30;0,0164237;0,0162132;0,0151385;0,0612903
